comparison,male_partno,fem_partno,cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
865,87,31,0.151626064,36,40,37,36,29,33,44,36,38,34
866,88,31,-0.016388941,24,47,32,36,46,33,44,36,38,34
867,89,31,0.212170327,36,37,28,32,32,33,44,36,38,34
868,90,31,0.082405394,23,35,38,38,32,33,44,36,38,34
869,91,31,0.010352295,25,42,34,46,45,33,44,36,38,34
870,92,31,0.160529212,48,46,36,44,37,33,44,36,38,34
871,93,31,0.040077254,35,24,37,22,33,33,44,36,38,34
872,94,31,0.011044368,41,33,28,39,42,33,44,36,38,34
873,96,31,0.117371904,33,41,33,39,35,33,44,36,38,34
874,97,31,0.093701707,42,44,38,26,29,33,44,36,38,34
875,98,31,0.016193168,46,22,34,40,26,33,44,36,38,34
876,99,31,-0.017169811,34,45,32,34,28,33,44,36,38,34
877,101,31,0.098970422,34,40,42,33,40,33,44,36,38,34
878,103,31,0.055379845,33,36,30,32,25,33,44,36,38,34
879,104,31,0.018623604,35,44,40,41,35,33,44,36,38,34
880,105,31,0.116653721,30,37,44,35,36,33,44,36,38,34
881,2,32,0.16111965,30,33,41,43,22,37,40,41,36,36
882,7,32,0.22241657,40,27,32,25,15,37,40,41,36,36
883,12,32,0.524607832,39,33,31,30,30,37,40,41,36,36
884,15,32,0.223457656,39,35,31,39,43,37,40,41,36,36
885,21,32,0.066046268,42,44,44,49,22,37,40,41,36,36
886,24,32,0.212052516,37,37,31,31,32,37,40,41,36,36
887,25,32,0.251003897,41,43,43,43,47,37,40,41,36,36
888,30,32,0.162998636,29,39,39,37,34,37,40,41,36,36
889,33,32,0.144410584,34,36,33,40,28,37,40,41,36,36
890,34,32,0.616082837,39,28,34,39,33,37,40,41,36,36
891,35,32,0.548666537,42,41,32,41,34,37,40,41,36,36
892,37,32,0.412777368,35,39,35,41,34,37,40,41,36,36
893,38,32,0.046682767,32,26,33,30,28,37,40,41,36,36
894,50,32,0.474232674,48,28,43,36,25,37,40,41,36,36
895,58,32,0.194664762,31,36,36,33,27,37,40,41,36,36
896,66,32,0.742352982,34,29,35,38,35,37,40,41,36,36
897,73,32,0.503789923,34,45,32,32,25,37,40,41,36,36
898,74,32,0.455260803,44,36,39,29,22,37,40,41,36,36
899,76,32,0.068742745,37,31,24,24,31,37,40,41,36,36
900,77,32,0.255056052,36,50,34,30,33,37,40,41,36,36
901,78,32,0.3239592,44,21,32,22,18,37,40,41,36,36
902,79,32,0.367921394,47,25,37,28,22,37,40,41,36,36
903,80,32,0.276281239,41,46,41,39,44,37,40,41,36,36
904,81,32,0.183453145,41,46,36,33,38,37,40,41,36,36
905,82,32,0.069463291,47,46,47,42,42,37,40,41,36,36
906,83,32,0.404789948,39,42,45,33,41,37,40,41,36,36
907,84,32,0.504138345,46,47,37,34,43,37,40,41,36,36
908,86,32,0.00305885,35,44,35,35,33,37,40,41,36,36
909,87,32,0.101194008,36,40,37,36,29,37,40,41,36,36
910,88,32,0.343877501,24,47,32,36,46,37,40,41,36,36
911,89,32,0.518553359,36,37,28,32,32,37,40,41,36,36
912,90,32,0.487055881,23,35,38,38,32,37,40,41,36,36
913,91,32,0.310259526,25,42,34,46,45,37,40,41,36,36
914,92,32,0.351792439,48,46,36,44,37,37,40,41,36,36
915,93,32,0.039806838,35,24,37,22,33,37,40,41,36,36
916,94,32,0.108102983,41,33,28,39,42,37,40,41,36,36
917,96,32,0.216310082,33,41,33,39,35,37,40,41,36,36
918,97,32,0.608207087,42,44,38,26,29,37,40,41,36,36
919,98,32,0.322933471,46,22,34,40,26,37,40,41,36,36
920,99,32,0.172985464,34,45,32,34,28,37,40,41,36,36
921,101,32,0.568722557,34,40,42,33,40,37,40,41,36,36
922,103,32,0.077011305,33,36,30,32,25,37,40,41,36,36
923,104,32,0.364722394,35,44,40,41,35,37,40,41,36,36
924,105,32,0.093408436,30,37,44,35,36,37,40,41,36,36
925,2,36,0.011848262,30,33,41,43,22,34,25,31,36,24
926,7,36,0.037237624,40,27,32,25,15,34,25,31,36,24
927,12,36,0.345438698,39,33,31,30,30,34,25,31,36,24
928,15,36,-0.077402951,39,35,31,39,43,34,25,31,36,24
929,21,36,0.021186609,42,44,44,49,22,34,25,31,36,24
930,24,36,0.156047848,37,37,31,31,32,34,25,31,36,24
931,25,36,0.323771575,41,43,43,43,47,34,25,31,36,24
932,30,36,0.136143386,29,39,39,37,34,34,25,31,36,24
933,33,36,0.238445568,34,36,33,40,28,34,25,31,36,24
934,34,36,0.260772815,39,28,34,39,33,34,25,31,36,24
935,35,36,0.276653984,42,41,32,41,34,34,25,31,36,24
936,37,36,0.159566063,35,39,35,41,34,34,25,31,36,24
937,38,36,0.051825969,32,26,33,30,28,34,25,31,36,24
938,50,36,0.205174036,48,28,43,36,25,34,25,31,36,24
939,58,36,0.117336084,31,36,36,33,27,34,25,31,36,24
940,66,36,0.1974095,34,29,35,38,35,34,25,31,36,24
941,73,36,0.200047657,34,45,32,32,25,34,25,31,36,24
942,74,36,0.196044495,44,36,39,29,22,34,25,31,36,24
943,76,36,0.063337471,37,31,24,24,31,34,25,31,36,24
944,77,36,0.162955123,36,50,34,30,33,34,25,31,36,24
945,78,36,0.162214377,44,21,32,22,18,34,25,31,36,24
946,79,36,0.058424203,47,25,37,28,22,34,25,31,36,24
947,80,36,0.101705457,41,46,41,39,44,34,25,31,36,24
948,81,36,0.035241005,41,46,36,33,38,34,25,31,36,24
949,82,36,0.258028285,47,46,47,42,42,34,25,31,36,24
950,83,36,0.285788929,39,42,45,33,41,34,25,31,36,24
951,84,36,0.222340447,46,47,37,34,43,34,25,31,36,24
952,86,36,0.093840054,35,44,35,35,33,34,25,31,36,24
953,87,36,0.080105682,36,40,37,36,29,34,25,31,36,24
954,88,36,0.273031703,24,47,32,36,46,34,25,31,36,24
955,89,36,0.429014669,36,37,28,32,32,34,25,31,36,24
956,90,36,0.298979867,23,35,38,38,32,34,25,31,36,24
957,91,36,0.104181157,25,42,34,46,45,34,25,31,36,24
958,92,36,0.075029245,48,46,36,44,37,34,25,31,36,24
959,93,36,0.020899376,35,24,37,22,33,34,25,31,36,24
960,94,36,-0.044110729,41,33,28,39,42,34,25,31,36,24
961,96,36,0.058423203,33,41,33,39,35,34,25,31,36,24
962,97,36,0.390093002,42,44,38,26,29,34,25,31,36,24
963,98,36,0.01456298,46,22,34,40,26,34,25,31,36,24
964,99,36,0.160128733,34,45,32,34,28,34,25,31,36,24
965,101,36,0.159965891,34,40,42,33,40,34,25,31,36,24
966,103,36,0.210157196,33,36,30,32,25,34,25,31,36,24
967,104,36,0.176450122,35,44,40,41,35,34,25,31,36,24
968,105,36,-0.168595455,30,37,44,35,36,34,25,31,36,24
969,2,39,0.028650138,30,33,41,43,22,39,32,43,38,22
970,7,39,0.160278388,40,27,32,25,15,39,32,43,38,22
971,12,39,0.634182206,39,33,31,30,30,39,32,43,38,22
972,15,39,0.053802352,39,35,31,39,43,39,32,43,38,22
973,21,39,0.21462915,42,44,44,49,22,39,32,43,38,22
974,24,39,0.470571284,37,37,31,31,32,39,32,43,38,22
975,25,39,0.042142597,41,43,43,43,47,39,32,43,38,22
976,30,39,-0.017330087,29,39,39,37,34,39,32,43,38,22
977,33,39,0.210983133,34,36,33,40,28,39,32,43,38,22
978,34,39,0.209468861,39,28,34,39,33,39,32,43,38,22
979,35,39,0.230700734,42,41,32,41,34,39,32,43,38,22
980,37,39,0.215385047,35,39,35,41,34,39,32,43,38,22
981,38,39,0.021459038,32,26,33,30,28,39,32,43,38,22
982,50,39,0.270055407,48,28,43,36,25,39,32,43,38,22
983,58,39,0.109587366,31,36,36,33,27,39,32,43,38,22
984,66,39,0.472191936,34,29,35,38,35,39,32,43,38,22
985,73,39,0.13123851,34,45,32,32,25,39,32,43,38,22
986,74,39,0.224338031,44,36,39,29,22,39,32,43,38,22
987,76,39,0.050123804,37,31,24,24,31,39,32,43,38,22
988,77,39,0.17370606,36,50,34,30,33,39,32,43,38,22
989,78,39,-0.029242179,44,21,32,22,18,39,32,43,38,22
990,79,39,0.028349717,47,25,37,28,22,39,32,43,38,22
991,80,39,0.461181212,41,46,41,39,44,39,32,43,38,22
992,81,39,0.130235225,41,46,36,33,38,39,32,43,38,22
993,82,39,0.19485245,47,46,47,42,42,39,32,43,38,22
994,83,39,0.347643444,39,42,45,33,41,39,32,43,38,22
995,84,39,0.358797938,46,47,37,34,43,39,32,43,38,22
996,86,39,0.052912365,35,44,35,35,33,39,32,43,38,22
997,87,39,0.209462517,36,40,37,36,29,39,32,43,38,22
998,88,39,0.214008998,24,47,32,36,46,39,32,43,38,22
999,89,39,0.453183992,36,37,28,32,32,39,32,43,38,22
1000,90,39,0.596283048,23,35,38,38,32,39,32,43,38,22
1001,91,39,0.118188676,25,42,34,46,45,39,32,43,38,22
1002,92,39,0.071774228,48,46,36,44,37,39,32,43,38,22
1003,93,39,0.108931854,35,24,37,22,33,39,32,43,38,22
1004,94,39,0.147983706,41,33,28,39,42,39,32,43,38,22
1005,96,39,0.298640551,33,41,33,39,35,39,32,43,38,22
1006,97,39,0.350776583,42,44,38,26,29,39,32,43,38,22
1007,98,39,0.112553119,46,22,34,40,26,39,32,43,38,22
1008,99,39,0.156170295,34,45,32,34,28,39,32,43,38,22
1009,101,39,-0.010342061,34,40,42,33,40,39,32,43,38,22
1010,103,39,0.09846898,33,36,30,32,25,39,32,43,38,22
1011,104,39,0.267405221,35,44,40,41,35,39,32,43,38,22
1012,105,39,0.230814326,30,37,44,35,36,39,32,43,38,22
1013,2,40,0.070593673,30,33,41,43,22,31,36,31,32,18
1014,7,40,0.006235759,40,27,32,25,15,31,36,31,32,18
1015,12,40,0.272090571,39,33,31,30,30,31,36,31,32,18
1016,15,40,-0.043406458,39,35,31,39,43,31,36,31,32,18
1017,21,40,0.062190452,42,44,44,49,22,31,36,31,32,18
1018,24,40,0.033060227,37,37,31,31,32,31,36,31,32,18
1019,25,40,0.217870327,41,43,43,43,47,31,36,31,32,18
1020,30,40,0.079730733,29,39,39,37,34,31,36,31,32,18
1021,33,40,0.034498972,34,36,33,40,28,31,36,31,32,18
1022,34,40,0.073593799,39,28,34,39,33,31,36,31,32,18
1023,35,40,0.014397478,42,41,32,41,34,31,36,31,32,18
1024,37,40,0.187141363,35,39,35,41,34,31,36,31,32,18
1025,38,40,0.049667246,32,26,33,30,28,31,36,31,32,18
1026,50,40,0.174127832,48,28,43,36,25,31,36,31,32,18
1027,58,40,0.01932138,31,36,36,33,27,31,36,31,32,18
1028,66,40,0.085121255,34,29,35,38,35,31,36,31,32,18
1029,73,40,0.324099565,34,45,32,32,25,31,36,31,32,18
1030,74,40,0.081477128,44,36,39,29,22,31,36,31,32,18
1031,76,40,0.051348146,37,31,24,24,31,31,36,31,32,18
1032,77,40,0.082662947,36,50,34,30,33,31,36,31,32,18
1033,78,40,0.208223168,44,21,32,22,18,31,36,31,32,18
1034,79,40,0.075189766,47,25,37,28,22,31,36,31,32,18
1035,80,40,-0.009726742,41,46,41,39,44,31,36,31,32,18
1036,81,40,0.066527296,41,46,36,33,38,31,36,31,32,18
1037,82,40,0.164358112,47,46,47,42,42,31,36,31,32,18
1038,83,40,0.360216732,39,42,45,33,41,31,36,31,32,18
1039,84,40,0.223580353,46,47,37,34,43,31,36,31,32,18
1040,86,40,0.184555204,35,44,35,35,33,31,36,31,32,18
1041,87,40,0.076986046,36,40,37,36,29,31,36,31,32,18
1042,88,40,0.251419473,24,47,32,36,46,31,36,31,32,18
1043,89,40,0.383352357,36,37,28,32,32,31,36,31,32,18
1044,90,40,0.047697615,23,35,38,38,32,31,36,31,32,18
1045,91,40,-0.039964351,25,42,34,46,45,31,36,31,32,18
1046,92,40,0.338842056,48,46,36,44,37,31,36,31,32,18
1047,93,40,0.084008332,35,24,37,22,33,31,36,31,32,18
1048,94,40,-0.004100829,41,33,28,39,42,31,36,31,32,18
1049,96,40,0.05751314,33,41,33,39,35,31,36,31,32,18
1050,97,40,0.129036293,42,44,38,26,29,31,36,31,32,18
1051,98,40,0.038017873,46,22,34,40,26,31,36,31,32,18
1052,99,40,0.417931362,34,45,32,34,28,31,36,31,32,18
1053,101,40,0.18302576,34,40,42,33,40,31,36,31,32,18
1054,103,40,0.027341787,33,36,30,32,25,31,36,31,32,18
1055,104,40,0.064670293,35,44,40,41,35,31,36,31,32,18
1056,105,40,0.079647587,30,37,44,35,36,31,36,31,32,18
1057,2,41,0.677898816,30,33,41,43,22,30,37,36,36,25
1058,7,41,0.028762214,40,27,32,25,15,30,37,36,36,25
1059,12,41,0.253625502,39,33,31,30,30,30,37,36,36,25
1060,15,41,0.011289333,39,35,31,39,43,30,37,36,36,25
1061,21,41,0.038954966,42,44,44,49,22,30,37,36,36,25
1062,24,41,0.090290673,37,37,31,31,32,30,37,36,36,25
1063,25,41,0.365692988,41,43,43,43,47,30,37,36,36,25
1064,30,41,0.046071948,29,39,39,37,34,30,37,36,36,25
1065,33,41,0.173635622,34,36,33,40,28,30,37,36,36,25
1066,34,41,0.262526365,39,28,34,39,33,30,37,36,36,25
1067,35,41,0.289894264,42,41,32,41,34,30,37,36,36,25
1068,37,41,0.218343625,35,39,35,41,34,30,37,36,36,25
1069,38,41,0.201402607,32,26,33,30,28,30,37,36,36,25
1070,50,41,0.196827587,48,28,43,36,25,30,37,36,36,25
1071,58,41,0.021569087,31,36,36,33,27,30,37,36,36,25
1072,66,41,0.295139604,34,29,35,38,35,30,37,36,36,25
1073,73,41,0.251398226,34,45,32,32,25,30,37,36,36,25
1074,74,41,0.177480343,44,36,39,29,22,30,37,36,36,25
1075,76,41,0.030827087,37,31,24,24,31,30,37,36,36,25
1076,77,41,0.03106483,36,50,34,30,33,30,37,36,36,25
1077,78,41,0.195923414,44,21,32,22,18,30,37,36,36,25
1078,79,41,-0.022773752,47,25,37,28,22,30,37,36,36,25
1079,80,41,0.276808687,41,46,41,39,44,30,37,36,36,25
1080,81,41,0.236239835,41,46,36,33,38,30,37,36,36,25
1081,82,41,0.427457018,47,46,47,42,42,30,37,36,36,25
1082,83,41,0.36297442,39,42,45,33,41,30,37,36,36,25
1083,84,41,0.402730854,46,47,37,34,43,30,37,36,36,25
1084,86,41,0.08580786,35,44,35,35,33,30,37,36,36,25
1085,87,41,0.166079896,36,40,37,36,29,30,37,36,36,25
1086,88,41,0.083098795,24,47,32,36,46,30,37,36,36,25
1087,89,41,0.311212067,36,37,28,32,32,30,37,36,36,25
1088,90,41,0.051712964,23,35,38,38,32,30,37,36,36,25
1089,91,41,0.532648662,25,42,34,46,45,30,37,36,36,25
1090,92,41,0.260676404,48,46,36,44,37,30,37,36,36,25
1091,93,41,0.037008622,35,24,37,22,33,30,37,36,36,25
1092,94,41,-0.041480192,41,33,28,39,42,30,37,36,36,25
1093,96,41,0.052752444,33,41,33,39,35,30,37,36,36,25
1094,97,41,0.16678224,42,44,38,26,29,30,37,36,36,25
1095,98,41,0.154590674,46,22,34,40,26,30,37,36,36,25
1096,99,41,0.301812841,34,45,32,34,28,30,37,36,36,25
1097,101,41,0.37539422,34,40,42,33,40,30,37,36,36,25
1098,103,41,0.122466048,33,36,30,32,25,30,37,36,36,25
1099,104,41,0.032132367,35,44,40,41,35,30,37,36,36,25
1100,105,41,0.158943779,30,37,44,35,36,30,37,36,36,25
1101,2,42,0.112304223,30,33,41,43,22,33,36,45,48,32
1102,7,42,0.009106246,40,27,32,25,15,33,36,45,48,32
1103,12,42,0.422429775,39,33,31,30,30,33,36,45,48,32
1104,15,42,0.193587674,39,35,31,39,43,33,36,45,48,32
1105,21,42,0.118655422,42,44,44,49,22,33,36,45,48,32
1106,24,42,0.434286499,37,37,31,31,32,33,36,45,48,32
1107,25,42,0.118159547,41,43,43,43,47,33,36,45,48,32
1108,30,42,0.072228428,29,39,39,37,34,33,36,45,48,32
1109,33,42,0.137161048,34,36,33,40,28,33,36,45,48,32
1110,34,42,0.023873214,39,28,34,39,33,33,36,45,48,32
1111,35,42,0.197822659,42,41,32,41,34,33,36,45,48,32
1112,37,42,0.213563784,35,39,35,41,34,33,36,45,48,32
1113,38,42,0.191958766,32,26,33,30,28,33,36,45,48,32
1114,50,42,0.159065261,48,28,43,36,25,33,36,45,48,32
1115,58,42,0.025350305,31,36,36,33,27,33,36,45,48,32
1116,66,42,0.28207169,34,29,35,38,35,33,36,45,48,32
1117,73,42,0.107462443,34,45,32,32,25,33,36,45,48,32
1118,74,42,-0.184123844,44,36,39,29,22,33,36,45,48,32
1119,76,42,0.008171832,37,31,24,24,31,33,36,45,48,32
1120,77,42,0.093898455,36,50,34,30,33,33,36,45,48,32
1121,78,42,0.083923127,44,21,32,22,18,33,36,45,48,32
1122,79,42,0.096399489,47,25,37,28,22,33,36,45,48,32
1123,80,42,0.426776276,41,46,41,39,44,33,36,45,48,32
1124,81,42,0.062090279,41,46,36,33,38,33,36,45,48,32
1125,82,42,0.148766193,47,46,47,42,42,33,36,45,48,32
1126,83,42,0.323754663,39,42,45,33,41,33,36,45,48,32
1127,84,42,0.209277771,46,47,37,34,43,33,36,45,48,32
1128,86,42,0.018600372,35,44,35,35,33,33,36,45,48,32
1129,87,42,0.01144771,36,40,37,36,29,33,36,45,48,32
1130,88,42,0.214750659,24,47,32,36,46,33,36,45,48,32
1131,89,42,0.378027415,36,37,28,32,32,33,36,45,48,32
1132,90,42,0.171431343,23,35,38,38,32,33,36,45,48,32
1133,91,42,0.094618104,25,42,34,46,45,33,36,45,48,32
1134,92,42,-0.033975431,48,46,36,44,37,33,36,45,48,32
1135,93,42,0.070215411,35,24,37,22,33,33,36,45,48,32
1136,94,42,0.123076774,41,33,28,39,42,33,36,45,48,32
1137,96,42,-0.020785928,33,41,33,39,35,33,36,45,48,32
1138,97,42,0.241274124,42,44,38,26,29,33,36,45,48,32
1139,98,42,0.099614075,46,22,34,40,26,33,36,45,48,32
1140,99,42,0.224592621,34,45,32,34,28,33,36,45,48,32
1141,101,42,0.165172864,34,40,42,33,40,33,36,45,48,32
1142,103,42,0.093125109,33,36,30,32,25,33,36,45,48,32
1143,104,42,0.505552646,35,44,40,41,35,33,36,45,48,32
1144,105,42,0.257042469,30,37,44,35,36,33,36,45,48,32
1145,2,43,0.020322345,30,33,41,43,22,48,26,41,27,16
1146,7,43,0.146460447,40,27,32,25,15,48,26,41,27,16
1147,12,43,0.482487608,39,33,31,30,30,48,26,41,27,16
1148,15,43,0.329955542,39,35,31,39,43,48,26,41,27,16
1149,21,43,0.085373563,42,44,44,49,22,48,26,41,27,16
1150,24,43,0.039258213,37,37,31,31,32,48,26,41,27,16
1151,25,43,0.321489673,41,43,43,43,47,48,26,41,27,16
1152,30,43,0.038702911,29,39,39,37,34,48,26,41,27,16
1153,33,43,0.036519121,34,36,33,40,28,48,26,41,27,16
1154,34,43,0.206020003,39,28,34,39,33,48,26,41,27,16
1155,35,43,0.332131519,42,41,32,41,34,48,26,41,27,16
1156,37,43,0.362674398,35,39,35,41,34,48,26,41,27,16
1157,38,43,0.101590468,32,26,33,30,28,48,26,41,27,16
1158,50,43,0.427619499,48,28,43,36,25,48,26,41,27,16
1159,58,43,0.057257815,31,36,36,33,27,48,26,41,27,16
1160,66,43,0.622330189,34,29,35,38,35,48,26,41,27,16
1161,73,43,0.231853641,34,45,32,32,25,48,26,41,27,16
1162,74,43,0.320355201,44,36,39,29,22,48,26,41,27,16
1163,76,43,0.090270565,37,31,24,24,31,48,26,41,27,16
1164,77,43,0.099907276,36,50,34,30,33,48,26,41,27,16
1165,78,43,0.061760022,44,21,32,22,18,48,26,41,27,16
1166,79,43,0.483707485,47,25,37,28,22,48,26,41,27,16
1167,80,43,0.115981225,41,46,41,39,44,48,26,41,27,16
1168,81,43,0.070752961,41,46,36,33,38,48,26,41,27,16
1169,82,43,0.003070694,47,46,47,42,42,48,26,41,27,16
1170,83,43,0.284682072,39,42,45,33,41,48,26,41,27,16
1171,84,43,0.413475217,46,47,37,34,43,48,26,41,27,16
1172,86,43,0.178890622,35,44,35,35,33,48,26,41,27,16
1173,87,43,0.120968396,36,40,37,36,29,48,26,41,27,16
1174,88,43,0.333387257,24,47,32,36,46,48,26,41,27,16
1175,89,43,0.420903423,36,37,28,32,32,48,26,41,27,16
1176,90,43,0.282150505,23,35,38,38,32,48,26,41,27,16
1177,91,43,0.264043289,25,42,34,46,45,48,26,41,27,16
1178,92,43,0.382229224,48,46,36,44,37,48,26,41,27,16
1179,93,43,0.056535778,35,24,37,22,33,48,26,41,27,16
1180,94,43,0.286021999,41,33,28,39,42,48,26,41,27,16
1181,96,43,0.258296352,33,41,33,39,35,48,26,41,27,16
1182,97,43,0.714226357,42,44,38,26,29,48,26,41,27,16
1183,98,43,0.177838062,46,22,34,40,26,48,26,41,27,16
1184,99,43,0.120066808,34,45,32,34,28,48,26,41,27,16
1185,101,43,0.289450581,34,40,42,33,40,48,26,41,27,16
1186,103,43,0.35505067,33,36,30,32,25,48,26,41,27,16
1187,104,43,0.241434815,35,44,40,41,35,48,26,41,27,16
1188,105,43,0.229479373,30,37,44,35,36,48,26,41,27,16
1189,2,45,0.086249346,30,33,41,43,22,43,44,41,48,25
1190,7,45,0.230121526,40,27,32,25,15,43,44,41,48,25
1191,12,45,0.480176537,39,33,31,30,30,43,44,41,48,25
1192,15,45,0.120957242,39,35,31,39,43,43,44,41,48,25
1193,21,45,0.087984453,42,44,44,49,22,43,44,41,48,25
1194,24,45,0.343088916,37,37,31,31,32,43,44,41,48,25
1195,25,45,0.079079085,41,43,43,43,47,43,44,41,48,25
1196,30,45,-0.082957017,29,39,39,37,34,43,44,41,48,25
1197,33,45,0.185099934,34,36,33,40,28,43,44,41,48,25
1198,34,45,0.216288991,39,28,34,39,33,43,44,41,48,25
1199,35,45,0.397426916,42,41,32,41,34,43,44,41,48,25
1200,37,45,0.154795331,35,39,35,41,34,43,44,41,48,25
1201,38,45,0.217172778,32,26,33,30,28,43,44,41,48,25
1202,50,45,0.482984716,48,28,43,36,25,43,44,41,48,25
1203,58,45,0.058799166,31,36,36,33,27,43,44,41,48,25
1204,66,45,0.382529921,34,29,35,38,35,43,44,41,48,25
1205,73,45,0.268007323,34,45,32,32,25,43,44,41,48,25
1206,74,45,0.248161536,44,36,39,29,22,43,44,41,48,25
1207,76,45,0.098750663,37,31,24,24,31,43,44,41,48,25
1208,77,45,0.06475973,36,50,34,30,33,43,44,41,48,25
1209,78,45,0.094303319,44,21,32,22,18,43,44,41,48,25
1210,79,45,0.118772834,47,25,37,28,22,43,44,41,48,25
1211,80,45,0.324078387,41,46,41,39,44,43,44,41,48,25
1212,81,45,0.248921573,41,46,36,33,38,43,44,41,48,25
1213,82,45,0.233795074,47,46,47,42,42,43,44,41,48,25
1214,83,45,0.487630897,39,42,45,33,41,43,44,41,48,25
1215,84,45,0.386458988,46,47,37,34,43,43,44,41,48,25
1216,86,45,0.244413327,35,44,35,35,33,43,44,41,48,25
1217,87,45,0.00689328,36,40,37,36,29,43,44,41,48,25
1218,88,45,0.40853122,24,47,32,36,46,43,44,41,48,25
1219,89,45,0.476874969,36,37,28,32,32,43,44,41,48,25
1220,90,45,0.433111973,23,35,38,38,32,43,44,41,48,25
1221,91,45,0.014968653,25,42,34,46,45,43,44,41,48,25
1222,92,45,0.320998672,48,46,36,44,37,43,44,41,48,25
1223,93,45,0.140926092,35,24,37,22,33,43,44,41,48,25
1224,94,45,0.087803907,41,33,28,39,42,43,44,41,48,25
1225,96,45,0.460775458,33,41,33,39,35,43,44,41,48,25
1226,97,45,0.205748919,42,44,38,26,29,43,44,41,48,25
1227,98,45,0.090966597,46,22,34,40,26,43,44,41,48,25
1228,99,45,0.268615815,34,45,32,34,28,43,44,41,48,25
1229,101,45,0.155651249,34,40,42,33,40,43,44,41,48,25
1230,103,45,0.141768355,33,36,30,32,25,43,44,41,48,25
1231,104,45,0.399546727,35,44,40,41,35,43,44,41,48,25
1232,105,45,0.377393481,30,37,44,35,36,43,44,41,48,25
1233,2,46,0.024968007,30,33,41,43,22,44,33,43,43,39
1234,7,46,0.079792966,40,27,32,25,15,44,33,43,43,39
1235,12,46,0.19607857,39,33,31,30,30,44,33,43,43,39
1236,15,46,0.021281609,39,35,31,39,43,44,33,43,43,39
1237,21,46,0.026394846,42,44,44,49,22,44,33,43,43,39
1238,24,46,0.013935495,37,37,31,31,32,44,33,43,43,39
1239,25,46,0.184697743,41,43,43,43,47,44,33,43,43,39
1240,30,46,0.022519354,29,39,39,37,34,44,33,43,43,39
1241,33,46,0.095929683,34,36,33,40,28,44,33,43,43,39
1242,34,46,0.115077106,39,28,34,39,33,44,33,43,43,39
1243,35,46,0.097966739,42,41,32,41,34,44,33,43,43,39
1244,37,46,0.007001731,35,39,35,41,34,44,33,43,43,39
1245,38,46,0.039073567,32,26,33,30,28,44,33,43,43,39
1246,50,46,0.068076029,48,28,43,36,25,44,33,43,43,39
1247,58,46,0.032440808,31,36,36,33,27,44,33,43,43,39
1248,66,46,0.220211135,34,29,35,38,35,44,33,43,43,39
1249,73,46,0.480934569,34,45,32,32,25,44,33,43,43,39
1250,74,46,0.072365205,44,36,39,29,22,44,33,43,43,39
1251,76,46,0.040067774,37,31,24,24,31,44,33,43,43,39
1252,77,46,0.057760821,36,50,34,30,33,44,33,43,43,39
1253,78,46,0.144577642,44,21,32,22,18,44,33,43,43,39
1254,79,46,0.069100891,47,25,37,28,22,44,33,43,43,39
1255,80,46,0.052121765,41,46,41,39,44,44,33,43,43,39
1256,81,46,0.08432156,41,46,36,33,38,44,33,43,43,39
1257,82,46,-0.0142193,47,46,47,42,42,44,33,43,43,39
1258,83,46,0.324777591,39,42,45,33,41,44,33,43,43,39
1259,84,46,0.111757991,46,47,37,34,43,44,33,43,43,39
1260,86,46,0.061976198,35,44,35,35,33,44,33,43,43,39
1261,87,46,0.096983578,36,40,37,36,29,44,33,43,43,39
1262,88,46,-0.016342328,24,47,32,36,46,44,33,43,43,39
1263,89,46,0.255546651,36,37,28,32,32,44,33,43,43,39
1264,90,46,0.01600033,23,35,38,38,32,44,33,43,43,39
1265,91,46,0.049054688,25,42,34,46,45,44,33,43,43,39
1266,92,46,-0.003015389,48,46,36,44,37,44,33,43,43,39
1267,93,46,0.062613348,35,24,37,22,33,44,33,43,43,39
1268,94,46,0.024020993,41,33,28,39,42,44,33,43,43,39
1269,96,46,0.025330817,33,41,33,39,35,44,33,43,43,39
1270,97,46,0.066350499,42,44,38,26,29,44,33,43,43,39
1271,98,46,0.038020585,46,22,34,40,26,44,33,43,43,39
1272,99,46,0.335181696,34,45,32,34,28,44,33,43,43,39
1273,101,46,0.01175697,34,40,42,33,40,44,33,43,43,39
1274,103,46,0.072263081,33,36,30,32,25,44,33,43,43,39
1275,104,46,0.052947515,35,44,40,41,35,44,33,43,43,39
1276,105,46,0.006803318,30,37,44,35,36,44,33,43,43,39
1277,2,47,0.11102029,30,33,41,43,22,38,41,38,35,27
1278,7,47,0.376686792,40,27,32,25,15,38,41,38,35,27
1279,12,47,0.363160297,39,33,31,30,30,38,41,38,35,27
1280,15,47,0.176216851,39,35,31,39,43,38,41,38,35,27
1281,21,47,0.146672964,42,44,44,49,22,38,41,38,35,27
1282,24,47,0.027849285,37,37,31,31,32,38,41,38,35,27
1283,25,47,0.16960378,41,43,43,43,47,38,41,38,35,27
1284,30,47,0.181331169,29,39,39,37,34,38,41,38,35,27
1285,33,47,-0.001903025,34,36,33,40,28,38,41,38,35,27
1286,34,47,0.440633352,39,28,34,39,33,38,41,38,35,27
1287,35,47,0.285182605,42,41,32,41,34,38,41,38,35,27
1288,37,47,0.189728477,35,39,35,41,34,38,41,38,35,27
